HDS SKU #,SAP_CREATED_DATE,Internal Supplier Part #,DESCRIPTION,HDS_SUPPLIER_NUMBER,HDS_SUPPLIER_NAME,ProductHierarchy,MCAT,PCAT,ORDER_UNIT,EINA_PIR_QTY,EINA_UMREN,BASE_MARM_UMREN,BASE_QTY_OF_UOM,MATTYPE,GENITEMCAT,BUOM,AUOM,LENGTH_,WIDTH_,HEIGHT_,WEIGHT_,UPC,VOLUM,BASE_QUANTITY,EA_QTY_OF_UOM,EA_LENGTH_,EA_WIDTH_,EA_HEIGHT_,EA_WEIGHT_,EA_UPC,EA_VOLUM,EA_PACKAGING_LEVEL,PKG_QTY_OF_UOM,PKG_LENGTH_,PKG_WIDTH_,PKG_HEIGHT_,PKG_WEIGHT_,PKG_UPC,PKG_VOLUM,PKG_PACKAGING_LEVEL,PKG2_QTY_OF_UOM,PKG2_LENGTH_,PKG2_WIDTH_,PKG2_HEIGHT_,PKG2_WEIGHT_,PKG2_UPC,PKG2_VOLUM,PKG2_PACKAGING_LEVEL,CS_QTY_OF_UOM,CS_LENGTH_,CS_WIDTH_,CS_HEIGHT_,CS_WEIGHT_,CS_UPC,CS_VOLUM,CS_PACKAGING_LEVEL,PAL_QTY_OF_UOM,PAL_LENGTH_,PAL_WIDTH_,PAL_HEIGHT_,PAL_WEIGHT_,PAL_UPC,PAL_VOLUM,PAL_PACKAGING_LEVEL,MATRN_Duplicate,CONCAT_Error_Msg,Base_UOM_missing,Base_QTY_missing,Base_UPC_duplicate_found,Base_UPC_missing,Base_UPC_invalid,Base_Level_dimensions_missing,Base_weight_missing,Each_Level_data_missing,Each QTY > 1,Each dims = 0,Each weight = 0,Each_UPC_is_blank_or_0,Each_UPC_duplicate_found,Each_UPC_invalid,Each_Level_packaging_format_incorrect,Inner_Pack_Level_data_missing,Inner Pack QTY = 0,Inner Pack QTY = 1,Inner Pack dims = 0,Inner Pack dims = Each dims,Inner Pack dims < Each dims,Inner Pack weight = 0,Inner Pack weight = Each weight,Inner_Pack_weight_incorrect,Inner_Pack_UPC_is_blank_or_0,Inner_Pack_UPC_duplicate_found,Inner_Pack_UPC_invalid,Inner Pack UPC = Each UPC,Inner_Pack_Level_packaging_format_incorrect,Case_Level_data_missing,Case QTY = 0,Case QTY = 1,Case QTY = Inner Pack QTY,Case dims = 0,Case dims = Each dims,Case dims = Inner Pack dims,Case dims < Each dims,Case dims < Inner Pack dims,Case weight = 0,Case weight = Each weight,Case weight =  Inner Pack weight,Case_weight_incorrect,Case_UPC_is_blank_or_0,Case_UPC_duplicate_found,Case_UPC_invalid,Case UPC = Each UPC,Case UPC = Inner Pack UPC,Case_Level_packaging_format_incorrect,Pallet_Level_data_missing,Pallet QTY = 0,Pallet QTY = 1,Pallet QTY = Case QTY,Pallet dims = 0,Pallet dims = Each dims,Pallet dims = Inner Pack dims,Pallet dims = Case dims,Pallet dims < Each dims,Pallet dims < Inner Pack dims,Pallet dims < Case dims,Pallet weight = 0,Pallet weight = Each weight,Pallet weight = Inner Pack weight,Pallet weight = Case weight,Pallet_weight_incorrect,Pallet_UPC_duplicate_found,Pallet_UPC_invalid,Pallet UPC = Each UPC,Pallet UPC = Inner Pack UPC,Pallet UPC = Case UPC,Pallet_Level_packaging_format_incorrect,Requires Case level,Data_missing_for_all_levels,Duplicate_UPC_at_all_levels,UOM_and_PKG_Qty_mismatch,AUOM data < BUOM data,HDS SKU# duplicate found,Base dims = 1,Each dims = 1,Inner Pack dims = 1,Inner_Pack_QTY_is_incorrect,Case dims = 1,Case_QTY_is_incorrect,Pallet dims = 1,Pallet_QTY_is_incorrect,Pallet_dims_seem_high,DC_Ready
762388,20091107,762388,"Cotton Bay® Essex™ T180 Pillowcase King 21” X 43” White, Case Of 72",0000041576,"VARA HOME FASHION COMPANY, LIMITED",19860101,Textiles,Sheets,CS,1,1,1,1,HAWA,ZNOR,CS,CS,23.050,13.050,7.550,23.111,194671014647,1.314,72,,,,,,,,,,,,,,,,,,,,,,,,,1,23.050,13.050,7.550,23.111,194671014647,1.314,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
110558,20130109,203037,"Rust-Oleum Inverted Marking Paint Fluorescent Red-Orange, 17 Oz, Case Of 12",0000011491,RUST-OLEUM,01100601,Paint & Sundries,Spray Paint,EA,1,12,12,1,HAWA,ZNOR,CS,CS,11.250,8.500,10.250,16.46,10020066115460,0.567,12,1,2.600,2.600,9.700,1.350,020066112752,0.038,EA,,,,,,,,,,,,,,,,,1,11.250,8.500,10.250,16.460,10020066115460,0.567,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
898508,20091107,81826-003,"Kwikset® 6-Way Latch Combination 2.75"" Backset Satin Chrome",0000006041,KWIKSET CORPORATION,10702000,Hardware,Residential Locksets,EA,1,1,1,1,HALB,ZNOR,EA,EA,1.050,3.450,7.150,0.265,042049473674,0.015,1,1,1.050,3.450,7.150,0.265,042049473674,0.015,EA,,,,,,,,,,,,,,,,,6,7.000,4.000,7.750,1.880,10042049473671,0.126,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
300022,20091107,6143-BA-100,"3M Super 88 Vinyl Electrical Tape 3/4"" X 66', Black",0000010481,3M,07451001,Electrical,Wiring Supplies,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.600,3.550,0.900,0.27,051128571385,0.007,1,1,3.600,3.550,0.900,0.270,051128571385,0.007,EA,10,3.750,3.750,9.000,2.840,30054007061435,0.073,PKG,,,,,,,,,100,18.813,7.688,9.688,29.750,50054007061439,0.811,CS,4800,48.000,42.000,43.630,1463.000,,50.902,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
135266,20110801,DW2097,Dewalt 14-Piece Magnetic Drive Guide Set,0000011920,STANLEY BLACK & DECKER : DEWALT,04704005,Tools,Power Tool Accessories,EA,1,1,1,1,HAWA,ZNOR,EA,EA,0.900,4.600,7.300,0.48,028877472140,0.017,1,1,0.900,4.600,7.300,0.480,028877472140,0.017,EA,,,,,,,,,,,,,,,,,5,9.250,9.000,4.000,2.580,40028877154853,0.193,CS,1000,48.000,40.000,44.000,548.000,,48.889,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
222787,20220822,HDS466413R,"Colonial Bag Corporation Pallet Cover, Case Of 200",2000500775,"COLONIAL BAG, LLC",02151200,Janitorial/Cleaning,Trash Liners,CS,1,1,1,1,HAWA,ZNOR,CS,CS,22.600,15.750,6.350,25.085,646202004912,1.308,200,,,,,,,,,,,,,,,,,,,,,,,,,1,22.600,15.750,6.350,25.085,646202004912,1.308,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
336029,20100804,3012-WH,"Maintenance Warehouse® Double Gang Toggle Wall Plate, White, Package Of 10",2000503078,"SHANGHAI ELE TRADING CO, LTD",07453519,Electrical,Wall Plates,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,5.080,3.070,4.840,0.787,194671004082,0.044,10,,,,,,,,,1,5.080,3.070,4.840,0.787,194671004082,0.044,PKG,,,,,,,,,20,16.300,10.800,10.500,16.958,30194671004083,1.070,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
740352,20091107,21-9703,"Wellsco 8-18 X 1/2"" Phillips Pan Head Self-Drilling Screws Package Of 30",0000043044,"WELLSCO INTERNATIONAL GROUP CO., LI",10878104,Hardware,Fasteners,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,2.500,1.250,1.500,0.11,6945133597031,0.003,30,,,,,,,,,1,2.500,1.250,1.500,0.110,6945133597031,0.003,PKG,,,,,,,,,50,7.756,7.756,6.181,5.742,26945133597035,0.215,CS,10500,48.000,40.000,47.000,1203.830,,52.222,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
364239,20250113,S483478-HWS,"Seasons 48""x34""x78"" 4 Pc Glue-Up Alcove Shower Wall Surround-White Subway Tile",2000503144,"FGI INDUSTRIES, INC. (XINGANG)",26704505,Kitchen & Bath,"Shower Doors, Tubs &Enclosures",EA,1,1,1,1,HAWA,ZNOR,EA,EA,37.800,81.900,2.400,121.2,194671060149,4.300,1,1,37.800,81.900,2.400,121.200,194671060149,4.300,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
344198,20240208,100699,Gilchrist & Soames Korres Ac Hotel Soap 25g Case Of 300,0000041887,GILCHRIST & SOAMES,14840102,Hospitality Supply,Logo Personal Care Amenities,CS,1,1,1,1,HAWA,ZNOR,CS,CS,19.600,12.910,7.570,24.99,840008805616,1.109,300,,,,,,,,,,,,,,,,,,,,,,,,,1,19.600,12.910,7.570,24.990,840008805616,1.109,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
286170,20100429,WFC315S0JB,Whirlpool® 4.8 Cu. Ft. Freestanding Electric Range With Accubake« System,0000007641,WHIRLPOOL CORPORATION,05350924,Appliance,Ovens,EA,1,1,1,1,HAWA,ZNOR,EA,EA,31.562,29.000,49.062,155,883049538471,25.988,1,1,31.562,29.000,49.062,155.000,883049538471,25.988,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
340762,20231205,003077214119,Tide Professional 170 Oz Original Scent Liquid Laundry Detergent Case Of 4,2000500455,THE PROCTER & GAMBLE DISTRIBUTING C,02150716,Janitorial/Cleaning,Cleaning Chemicals,CS,1,1,1,1,HAWA,ZNOR,CS,CS,9.200,6.100,11.080,46.14,030772141199,0.360,4,,,,,,,,,,,,,,,,,,,,,,,,,1,9.200,6.100,11.080,46.140,030772141199,0.360,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
250475,20091107,SM550P2,Supco Exhaust Fan Motor And Fan Assembly Package Of 2,0000011482,"SEALED UNIT PARTS, CO., INC.",06403003,HVAC,Exhaust Fans,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,6.300,5.900,4.350,2.43,687152202805,0.094,2,,,,,,,,,1,6.300,5.900,4.350,2.430,687152202805,0.094,PKG,,,,,,,,,12,18.500,13.000,9.000,29.430,30687152202806,1.253,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
312790,20091107,312790,"Halogen Bulb, 150 Watt, T3, Double-Ended Base, Clear, 130 Volt",2000500385,DEYAO (HUZHOU) LIGHTING TECHNOLOGY,25510700,Lamps & Ballasts,Incan Special Application,EA,1,1,1,1,HAWA,ZNOR,EA,EA,0.790,0.790,5.310,0.03,194671056630,0.002,1,1,0.790,0.790,5.310,0.030,194671056630,0.002,EA,50,8.660,5.710,4.720,1.540,10194671056637,0.135,BOX,,,,,,,,,500,24.410,12.400,9.840,16.750,30194671056631,1.724,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
833168,20091107,BY0230BWCLE060080,"60"" X 80"" White Framed Mirror Wardrobe Door, 230 Series",0000017186,RENIN U.S. LLC.  (HOME DECOR),15114002,Millwork,Bypass Doors,EA,1,1,1,1,HALB,ZNOR,EA,EA,30.500,3.500,82.250,70,043044959446,5.081,1,1,30.500,3.500,82.250,70.000,043044959446,5.081,EA,,,,,,,,,,,,,,,,,,,,,,,,,8,39.000,32.000,88.000,635.000,,63.556,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
129931,20181031,SAK1000PQ,"Peerless-Premier 20"" Gas Range",0000026106,PEERLESS-PREMIER APPLIANCE CO,05350925,Appliance,Ovens,EA,1,1,1,1,HAWA,ZNOR,EA,EA,43.000,22.500,27.000,124,717309024537,15.117,1,1,43.000,22.500,27.000,124.000,717309024537,15.117,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
808206,20091107,A62/36H,"Frost King 36"" Aluminum And Vinyl Door Sweep Aluminum",0000012447,THERMWELL,10305002,Hardware,Weatherization & Thresholds,EA,1,1,1,1,HAWA,ZNOR,EA,EA,0.187,2.000,36.000,0.5,077578050782,0.008,1,1,0.187,2.000,36.000,0.500,077578050782,0.008,EA,,,,,,,,,,,,,,,,,12,39.000,4.000,2.500,6.000,10077578050789,0.226,CS,960,48.000,40.000,25.000,489.000,90077578050785,27.778,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
118122,20180622,37CDX-HW,First Co. Aquaherm 37cdx -Hw Fan Coil,0000013918,FIRST COMPANY,06404223,HVAC,"Air Handlers, Furnaces & Coils",EA,1,1,1,1,HAWA,ZNOR,EA,EA,57.130,21.000,10.000,105,840373902002,6.943,1,1,57.130,21.000,10.000,105.000,840373902002,6.943,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
729364,20130806,9721610,Donut Shop 10 Ounce Hot Cups Case Of 1000,0000023348,"AMENITY SERVICES, INC.",14872706,Hospitality Supply,Food &Beverage Eqpmt &Supplies,CS,1,1,1,1,HAWA,ZNOR,CS,CS,14.700,18.100,18.100,25.02,685903109151,2.787,1000,,,,,,,,,,,,,,,,,,,,,,,,,1,14.700,18.100,18.100,25.020,685903109151,2.787,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
300044,20110624,PB802225-A,"Prime Wire & Cable® Surge Protector Strip, 125 V, 15 A, 6 Outlets, 4', Black",0000026174,PRIME WIRE & CABLE INC,07451601,Electrical,Surge Protection,EA,1,1,1,1,HAWA,ZNOR,EA,EA,11.700,4.350,1.550,0.95,054732807581,0.046,1,1,11.700,4.350,1.550,0.950,054732807581,0.046,EA,,,,,,,,,,,,,,,,,8,13.750,8.937,7.375,8.840,30054732807582,0.524,CS,840,40.000,48.000,52.000,950.000,,57.778,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
373406,20250220,9302467,Diversey Crew Clinging Plus Toilet Bowl Cleaner Case Of 12,0000040482,"DIVERSEY, INC.",02150702,Janitorial/Cleaning,Cleaning Chemicals,CS,1,1,1,1,HAWA,ZNOR,CS,CS,14.180,10.680,11.500,26.75,807174563740,1.008,12,,,,,,,,,,,,,,,,,,,,,,,,,1,14.180,10.680,11.500,26.750,807174563740,1.008,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
331423,20230828,RYRM8034,"Ryobi 80v HP Brushless 54"" Zero Turn Riding Mower With Batteries And Charger",0000019863,HOMELITE CONSUMER PRODUCTS,03110204,Grounds,Outdoor Power Equipment,EA,1,1,1,1,HAWA,ZNOR,EA,EA,66.540,58.270,34.560,758.52,046396041029,77.546,1,1,66.540,58.270,34.560,758.520,046396041029,77.546,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
374406,20250328,LG42BI0K,"Pfister Brislin Single Control 4"" Centerset Bathroom Faucet In Brushed NICKEL",0000006999,PFISTER STOCK ONLY,21124201,Finished Plumbing,Bathroom Faucets,EA,1,1,1,1,HAWA,ZNOR,EA,EA,15.750,6.300,2.950,3.25,038877643112,0.169,1,1,15.750,6.300,2.950,3.250,038877643112,0.169,EA,,,,,,,,,,,,,,,,,3,16.340,6.690,9.650,10.540,50038877643117,0.610,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
790069,20110512,PWWYNB2026,Wynrest Gel Fiber Pillow Standard 20x26 Medium 28.5 Ounce Case Of 12,2000500995,"ALLIED HOME, LLC.",19860406,Textiles,Pillows And Protectors,CS,1,1,1,1,HAWA,ZNOR,CS,CS,23.000,16.000,35.500,26.47,875647000528,7.560,12,,,,,,,,,,,,,,,,,,,,,,,,,1,23.000,16.000,35.500,26.470,875647000528,7.560,CS,12,48.000,40.000,95.000,358.000,,105.556,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
818525,20091107,818525,Concealed Mount Toilet Paper Holder In Chrome,0000042954,YUNKE COMPANY LIMITED,24302007,Faucets/Showerheads,Bathroom Grab Bars & Safety,EA,1,1,1,1,HAWA,ZNOR,EA,EA,6.417,2.047,2.874,0.462,194671056500,0.022,1,1,6.417,2.047,2.874,0.462,194671056500,0.022,EA,,,,,,,,,,,,,,,,,60,13.385,12.992,14.763,28.300,30194671056501,1.486,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
381611,20250522,15020272-1,Novo 489 Series Water Softener/filtration System W/nvo489ufhto-150 Black Tanks,2000501034,CANATURE WATERGROUP U.S.A. INC.,22181704,Rough Plumbing,Water Filtration,EA,1,1,1,1,HAWA,ZNOR,EA,EA,52.000,20.000,66.000,171,775600059504,39.722,1,1,52.000,20.000,66.000,171.000,775600059504,39.722,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
430126,20091107,430126,Replacement For Moen Chateau Handle Assembly Kit,0000043722,CSB INTERNATIONAL PRODUCTS (TAIWAN),24556000,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,1.750,1.700,1.770,0.06,845724011594,0.003,1,1,1.750,1.700,1.770,0.060,845724011594,0.003,EA,,,,,,,,,,,,,,,,,200,13.700,11.300,12.300,12.600,10845724011591,1.102,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
760712,20130509,Y142 SPRINGHILL SUITES,Springhill Suites Bic Stick Pen Case Of 500,2000500661,"SCRIBE OPCO, INC",14860612,Hospitality Supply,Guest Room Printed Supplies,CS,1,1,1,1,HAWA,ZNOR,CS,CS,15.850,6.750,6.200,5.495,100112338036,0.384,500,,,,,,,,,,,,,,,,,,,,,,,,,1,15.850,6.750,6.200,5.495,100112338036,0.384,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
129633,20091107,SR-BIN-DI,"Mustang Rack™64-1/2 X 34 X 15"" Commercial Bin Rack With 24 Plastic Bins",0000043043,RETAIL SOURCING AND MARKETING DOMES,39155603,"Shipping, Moving & Storage",Storage Containers & Shelving,EA,1,1,1,1,HAWA,ZNOR,EA,EA,66.500,17.100,13.310,92,864423000241,8.759,1,1,66.500,17.100,13.310,92.000,864423000241,8.759,EA,,,,,,,,,,,,,,,,,,,,,,,,,6,65.000,40.000,44.000,566.000,10864423000248,66.204,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
126331,20190705,WRT311FZDB,"Whirlpool® 33-Inch Wide Top Freezer Refrigerator, 20 Cubic Feet, Black",0000007641,WHIRLPOOL CORPORATION,05351336,Appliance,Refrigerators,EA,1,1,1,1,HAWA,ZNOR,EA,EA,34.200,34.800,67.900,209,883049322704,46.766,1,1,34.200,34.800,67.900,209.000,883049322704,46.766,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
503907,20170918,22956751,"Southwire® 14 Gauge White Thhn Wire - 50', 15 Amp",0000018143,SOUTHWIRE COMPANY,07455501,Electrical,Building Wire,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.500,3.250,3.000,0.89,032886918391,0.020,1,1,3.500,3.250,3.000,0.890,032886918391,0.020,EA,,,,,,,,,,,,,,,,,2,7.438,3.750,3.880,1.880,40032886918399,0.063,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
184889,20210416,301604,"Spartan® 1 Gal. Neutral Floor Cleaner, Lemon Scent, Case Of 4",2000500456,"SPARTAN CHEMICAL COMPANY, INC",02150705,Janitorial/Cleaning,Cleaning Chemicals,CS,1,1,1,1,HAWA,ZNOR,CS,CS,6.000,6.000,11.440,8.89,10753727014276,0.238,4,,,,,,,,,,,,,,,,,,,,,,,,,1,6.000,6.000,11.440,8.890,10753727014276,0.238,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
364482,20250128,WCO-CON500,Wyndham Woodbury 500ml Brown Sugar/fig Conditioner Round Pump Bottle Case Of 24,2000500945,HOTEL EMPORIUM INC SHANTOU 2,14840103,Hospitality Supply,Logo Personal Care Amenities,CS,1,1,1,1,HAWA,ZNOR,CS,CS,19.000,13.000,8.000,32,810053622568,1.144,24,,,,,,,,,,,,,,,,,,,,,,,,,1,19.000,13.000,8.000,32.000,810053622568,1.144,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
114852,20091107,56708,"Trimaco® Supertuff® 6 Oz Canvas Drop Cloth, 4 X 15', Medium Weight, Washable",0000023618,TRIMACO LLC_PAINT,01100702,Paint & Sundries,Paint Application,EA,1,1,1,1,HAWA,ZNOR,EA,EA,16.350,12.700,1.550,2.29,047034567086,0.186,1,1,16.350,12.700,1.550,2.290,047034567086,0.186,EA,,,,,,,,,,,,,,,,,12,18.000,13.800,16.150,32.080,10047034567083,2.322,CS,216,48.000,40.000,50.000,614.340,70047034567085,55.556,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
382010,20250521,82481-1,Novo Econo Flo Series Iron Manganese Water Filtration W/efbif-150 Natural Tanks,2000501034,CANATURE WATERGROUP U.S.A. INC.,22181704,Rough Plumbing,Water Filtration,EA,1,1,1,1,HAWA,ZNOR,EA,EA,11.000,22.000,66.000,200,775600064041,9.243,1,1,11.000,22.000,66.000,200.000,775600064041,9.243,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
845755,20091107,845755,"Sliding Glass Door Roller 1-1/4"" Diameter Steel Ball Bearing Roller Package Of 2",0000006994,PRIME LINE PRODUCTS-CAT SKUS ONLY,10304000,Hardware,Sliding Patio Door Hardware,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,3.600,3.300,0.850,0.55,049793384843,0.006,2,,,,,,,,,1,3.600,3.300,0.850,0.550,049793384843,0.006,PKG,10,9.200,8.650,2.500,5.615,20049793384847,0.115,BAG,70,10.250,10.250,10.500,39.920,30049793384844,0.638,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
980661,20190625,262XBODY,Symmons Industries Pressure Balancing Tub And Shower Valve,0000010380,SYMMONS INDUSTRIES INC.,24556006,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,5.625,5.375,3.750,3.555,671256552218,0.066,1,1,5.625,5.375,3.750,3.555,671256552218,0.066,EA,,,,,,,,,,,,,,,,,6,20.880,10.000,13.500,24.000,70671256552217,1.631,CS,120,48.000,40.000,54.000,480.000,10671256552215,60.000,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
